web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587556167-3730,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love Asserts,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,Love under armor asserts. They are the only shoes that I run in. They work perfect for my arch and under pronation. I buy two pairs a year and these were no different that from the store.
1587556167-4717,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very Pleased!,"Reviewed in the United States on July 27, 2019",5.0 out of 5 stars,null,Shoes arrived quickly.  I bought for my son and he is very pleased with the fit and the comfort.  : )
1587556167-4459,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fit as expected,"Reviewed in the United States on December 11, 2019",5.0 out of 5 stars,Verified Purchase,They fit as expected and they are well made.
1587556167-4113,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfortable!,"Reviewed in the United States on February 13, 2020",4.0 out of 5 stars,Verified Purchase,I got these for someone and they fit perfect. Normally it's hard finding comfortable shoes for his size but this tennis is perfect.
1587556167-3749,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not bad,"Reviewed in the United States on March 12, 2020",4.0 out of 5 stars,Verified Purchase,"Fitst time I bought it, it was not fit my dad’s size. I returned it and bought it again. This time it was fitting as expected."
1587556167-3678,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,good at first,"Reviewed in the United States on February 5, 2020",1.0 out of 5 stars,Verified Purchase,"i do a lot of walking but, in only 2 months or so these shoes soles wore out. if you have sole inserts these might be a good fit for you because the outer fabric holds up, just not the inner layer. also for anyone not aware, the heel of the sole has a weird bump. its uncomfortable at first but it grows on you."
1587556167-4015,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Don't buy to workout on an elliptical,"Reviewed in the United States on January 2, 2020",1.0 out of 5 stars,Verified Purchase,"Huge waste of money! I got these shoes for Christmas and now, Jan 2nd after one hour on the elliptical, the shoes are ruined. Won't buy again. Had another pair of UA that lasted me 2 years working out before they went bad. Cheap material I guess."
1587556167-3849,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Under Armor Shoes,"Reviewed in the United States on November 25, 2019",5.0 out of 5 stars,Verified Purchase,Comfort is fantastic. Quiet pleased with how the shoe fits and feels.
1587556167-4171,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,It’s very good,"Reviewed in the United States on March 31, 2020",5.0 out of 5 stars,Verified Purchase,Good quality
1587556167-4366,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"I like the shoes, but.........","Reviewed in the United States on April 7, 2020",3.0 out of 5 stars,Verified Purchase,They seem to run small.  I need to return for another half size larger.
1587556167-3647,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5 stars for look & comfort!,"Reviewed in the United States on March 3, 2020",5.0 out of 5 stars,Verified Purchase,I purchased these sneakers through prime wardrobe to make sure I liked the fit & style. I ordered a mens size  9.5 but I wear a womans size 10-10.5 depending on style. I am so glad I took a chance on these! The fit was perfect not too wide in the toebox-just perfect. I am a big purchaser of Under Armour in general so these definitely met my expectations of quality. The black soles with black shoe pair with anything from jeans to dressier pants and the logo color is subtle but still noticeable of the brand. Also I love that the logo is on both sides of the sneaker! Definitely try these if you are on the fence about purchase. This is my favorite pairs of under armour sneakers bought. Very comfortable to wear all day! BTW I'm a mom in my mid 40's-kid approved too.
1587556167-4365,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect Fit,"Reviewed in the United States on August 29, 2019",5.0 out of 5 stars,Verified Purchase,"Well made, stylish, and perfect fit."
1587556167-4630,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good purchase,"Reviewed in the United States on January 19, 2020",5.0 out of 5 stars,Verified Purchase,Perfect
1587556167-3743,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Go a half size bigger than sizing guide!,"Reviewed in the United States on April 11, 2020",5.0 out of 5 stars,Verified Purchase,"My first running shoe and I'm impressed. The design on the bottom appears to shift weight off the center of the heel and the arch (for plantar fasciitis). Glad I went with a 8 though! The sizing guide says an 8 is for people with 10.375 inch heel to tip of toe, I'm 10 inches exactly. The shoe is snug but fits perfect in my opinion. Go a little bigger to be safe!"
1587556167-4601,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort,"Reviewed in the United States on August 27, 2019",5.0 out of 5 stars,Verified Purchase,Amazingly comfortable shoe right out of the box!
1587556167-4560,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Size,"Reviewed in the United States on January 6, 2020",5.0 out of 5 stars,Verified Purchase,Accualy I need size 10.5 w
1587556167-4368,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes,"Reviewed in the United States on February 27, 2020",5.0 out of 5 stars,Verified Purchase,"Great shoes, would buy again."
1587556167-4196,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fits but no support,"Reviewed in the United States on December 22, 2019",3.0 out of 5 stars,Verified Purchase,"Being an underarmor shoe, like my last pair, I expected better support. This shoe is not comfortable and not a good match for someone that might be on their feet a lot."
1587556167-4633,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ms,"Reviewed in the United States on February 10, 2020",5.0 out of 5 stars,Verified Purchase,Great
1587556167-3716,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Perfect size, great style and comfort plus washable.","Reviewed in the United States on September 13, 2019",5.0 out of 5 stars,Verified Purchase,I sofar enjoy these shoes. My first day wearing them I stepped in some wet grass and splashed mud on them. I took the laces out and threw them in the washer. Out they came clean as can be.
1587556167-4565,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great Shoes,"Reviewed in the United States on February 25, 2020",5.0 out of 5 stars,Verified Purchase,Fit perfect
1587556167-3665,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,I miss champion gusto...,"Reviewed in the United States on March 4, 2020",2.0 out of 5 stars,Verified Purchase,"The shoes fit good, they feel pretty good,  the sole of it is good and soft the shoe part is a little harder than I like.

I like a shoe that is soft, fits snug and the actual shoe is soft not firm not with the rigid edges of the ridge back’s or anything like

 I can’t find any other really in my size 15 wide that don’t look like something a DJ would wear to work"
1587556167-4292,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes are comfortable.,"Reviewed in the United States on February 17, 2020",5.0 out of 5 stars,Verified Purchase,"My Husband is very picky with running shoes, these fit well and are comfortable."
1587556167-3659,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Defective after a short time-can't return them,"Reviewed in the United States on April 17, 2020",1.0 out of 5 stars,Verified Purchase,"Don't make my mistake! I should have read the return policy 1st. The moment you wear them you can no longer return them! These developed a hole at the inner sole lining deep in near the ball of your foot. I don't run, I bought these to get back into shape. Started walking 1 mile per day five days per week at beginning of 2020. Gradually increased to 1.5 miles then 2 miles etc. Finally made it to 3 miles per day seven days per week. After only one month at this level I began to feel something wrong inside the shoe. Bottom of my foot was red and sore in the same location after each walk. Stuck my finger down inside and was shocked to feel a hole about the size of a quarter on the inner lining. These shoes look like brand new on the outside, no noticeable wear at all. They claim to be UNDER ARMOUR but I suspect they're 'GREY MARKET' cheap Chinese clones. They arrived in a plain brown box without any printing, tags or labels etc. STAY AWAY from these!"
1587556167-3764,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,10-Sep,"Reviewed in the United States on January 3, 2020",5.0 out of 5 stars,Verified Purchase,Fit and feel great. Mainly been using them in the gym where they have been my go to for leg day as they feel very flat on the ground yet have plenty of mobility if I want to go shoot some hoops after my workout.
1587556167-4478,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Under armour charged,"Reviewed in the United States on January 13, 2020",5.0 out of 5 stars,Verified Purchase,Great deal very comfortable
1587556167-4202,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,descripcion,"Reviewed in the United States on November 26, 2019",5.0 out of 5 stars,Verified Purchase,bien
1587556167-3625,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Cushioned shoe, great for outdoor activities, slightly wide","Reviewed in the United States on July 7, 2019",4.0 out of 5 stars,Verified Purchase,"UPDATE: I’m keeping these. On learning further, I realized they are great running shoes. Started using these at my community gym. Great investment overall (~$50).

Right off the bat, this is a great quality shoe.
I just tried these on for quite some time and walked around my apartment.
These have really good cushioning, seem pretty sturdy, the colors are nice and contrast one other well.
I did feel this shoe is a little on the wide side (I too have small feet, I wear 7.5-8.5 US but still). Didn't find it to be a big deal but it's noticeable.
The sole has patterned groves that I'm sure would provide a solid grip too. Should be great for running and other active usages.
Yet to wear them for an extended length of time. Will update should anything change."
1587556167-3809,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Awesome,"Reviewed in the United States on January 17, 2020",5.0 out of 5 stars,Verified Purchase,"I gave them to my husband he loves them, bought his size all black. They look great. Thanks"
1587556167-3725,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Must order .5 size bigger than normal.,"Reviewed in the United States on December 6, 2019",4.0 out of 5 stars,Verified Purchase,"Awesome shoe. Love the style and the look, but they run a little small. Had to order .5 size bigger than normal and now there perfect. All around great shoe."
1587556167-4205,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,But em,"Reviewed in the United States on February 28, 2020",5.0 out of 5 stars,Verified Purchase,Comfy comfy
1587556167-3794,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort right out of the box,"Reviewed in the United States on February 25, 2020",5.0 out of 5 stars,Verified Purchase,"Light weight, comfortable and looks good... great shoes ... will continue to purchase UA shoes"
1587556167-3687,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect Shoe,"Reviewed in the United States on December 24, 2019",5.0 out of 5 stars,Verified Purchase,I love theses shoes! I'm in between a medium and a wide width and these fit perfect! Love the look and very comfortable! I work in a hospital and on my feet all day and these shoe are the ticket. My feet do not hurt at the end of the day! I'm going to order another pair to have on hand.
1587556167-3668,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Arrived as ordered,"Reviewed in the United States on August 8, 2019",4.0 out of 5 stars,Verified Purchase,"This brand arrived as ordered in size 7.5 brand new and in shoe box.  I have recently switched to under armour as I have found this brand to provide comfort and support for my feet as I do a lot of walking at work on concrete floors.  I ordered these through the amazon prime wardrobe option trying out for up to 7 days at which time decide to keep or return.  Also, I know on some new shoes whether bought online or in actual store that sometimes they can have a musky odor to them when worn the first few times but these don't or any of the other under armour shoes I own."
1587556167-4082,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cheaply made,"Reviewed in the United States on February 12, 2020",3.0 out of 5 stars,Verified Purchase,"Fits as expected,  very cheaply made,  not much arch support and not much padding.  Very thin shoe."
1587556167-4499,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort,"Reviewed in the United States on March 11, 2020",5.0 out of 5 stars,Verified Purchase,Very happy. Very comfortable
1587556167-4769,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Received dog pro biotics instead of my shoes!!!,"Reviewed in the United States on April 20, 2020",1.0 out of 5 stars,Verified Purchase,Received dog pro biotics instead of my shoes!!!
1587556167-4450,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fine,"Reviewed in the United States on March 25, 2020",4.0 out of 5 stars,Verified Purchase,Fine
1587556167-4240,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good Purchase for me/,"Reviewed in the United States on February 8, 2020",5.0 out of 5 stars,Verified Purchase,Bought this for my grandsons birthday and he loved them. My grandson thought Papa was cool beans. Sounds good to me.
1587556167-4251,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Under armour comfort,"Reviewed in the United States on March 21, 2020",5.0 out of 5 stars,Verified Purchase,Comfortable and good looking
1587556167-4527,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,good quality,"Reviewed in the United States on September 12, 2019",4.0 out of 5 stars,Verified Purchase,this is a good quality shoe at a great price.
1587556167-4661,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these shoes,"Reviewed in the United States on September 17, 2019",5.0 out of 5 stars,null,"Love these shoes. So comfortable sometimes I forget I'm wearing them.

Case in point, I accidentally was wearing them around the house and then went outside to mow the lawn and forgot to change shoes. Help! How do I get the grass stains out of these beautiful new shoes?

Overall the shoes fit nicely but they seem just a bit smaller than I expected. I always put a heel insole into the shoe and when I do so it pushes my foot up and into the tongue of this shoe a bit uncomfortably compared to other shoes I have. They are still extremely comfortable and lightweight however, great for when I start running/walking.

I just need to know how to clean them!"
1587556167-4308,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on January 1, 2020",5.0 out of 5 stars,Verified Purchase,My boyfriend loves these shoes. So glad they fit perfectly!
1587556167-4695,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,comfort and fit.,"Reviewed in the United States on July 23, 2019",5.0 out of 5 stars,null,This shoe is really comfortable to walk in and fits my foot perfect.I normally wear an 11.5 and this Under Armour shoe fits perfect.
1587556167-4031,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Good shoe, runs small.","Reviewed in the United States on July 21, 2019",3.0 out of 5 stars,Verified Purchase,"The shoe is good, great materials. I usually wear a 14, but these are too small."
1587556167-3759,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort & Value,"Reviewed in the United States on March 21, 2020",5.0 out of 5 stars,Verified Purchase,Once again UA does it again w/comfort and style. These shoes are great and having a Blake sole is better for everyday outside use. I’m buying two more pairs in different colors because of the comfort.
1587556167-3875,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love them!,"Reviewed in the United States on February 19, 2020",5.0 out of 5 stars,Verified Purchase,Best pair of tennis I have owed as an adult!
1587556167-4341,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Excellent,"Reviewed in the United States on January 11, 2020",5.0 out of 5 stars,Verified Purchase,"Comfy shoes, great if u send a lot of time at work on your feet."
1587556167-3718,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on April 9, 2020",4.0 out of 5 stars,Verified Purchase,"My doctor told me to buy sneakers that cost at least $100 because they offer more support & are better for your feet. These aren't as cushy as the more expensive Brooks, Nike or Asics I have worn but they are comfortable. Good product for the price."
1587556167-4701,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Excellent shoes,"Reviewed in the United States on December 5, 2019",5.0 out of 5 stars,null,"Only good things to say about these shoes. Comfortable, the right size, good price and excellent quality."
1587556167-4268,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great,"Reviewed in the United States on January 4, 2020",5.0 out of 5 stars,Verified Purchase,Awsome thx.
1587556167-4077,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fit,"Reviewed in the United States on February 10, 2020",5.0 out of 5 stars,Verified Purchase,They fit perfect
1587556167-3806,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not true to size.,"Reviewed in the United States on September 10, 2019",4.0 out of 5 stars,Verified Purchase,Love the look and style of the shoe. I would say they are not true to size and you may need to go a half size bigger.
1587556167-3859,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Happy with the shoe,"Reviewed in the United States on March 2, 2020",5.0 out of 5 stars,Verified Purchase,"Good fit, comfortable right out of the box and good looks"
1587556167-4452,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great for Son,"Reviewed in the United States on March 22, 2020",4.0 out of 5 stars,Verified Purchase,My 12 yr son was very excited with this shoe and fit.
1587556167-4619,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Top quality sneaker,"Reviewed in the United States on July 20, 2019",5.0 out of 5 stars,Verified Purchase,This shoe is perfect top quality and fits perfectly.
1587556167-3728,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"YES! Perfect fit, comfortable, great price, delivered quickly!","Reviewed in the United States on March 9, 2020",5.0 out of 5 stars,Verified Purchase,"I've ordered many shoes online before and some work, some don't, some fit, some don't, these are the best I've ordered ever and will order more today."
1587556167-4121,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,great,"Reviewed in the United States on November 27, 2019",5.0 out of 5 stars,Verified Purchase,"want with them to the gym yesterday, they are great very light and my feet are feeling like im touching the floor"
1587556167-4561,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice!,"Reviewed in the United States on October 24, 2019",5.0 out of 5 stars,Verified Purchase,A++
1587556167-3807,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Great color, good fit.","Reviewed in the United States on February 26, 2020",5.0 out of 5 stars,Verified Purchase,A gift for my adult son. He loves these shoes. Look good and fit well.
1587556167-4468,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lo recomiendo!!!,"Reviewed in the United States on September 26, 2019",5.0 out of 5 stars,Verified Purchase,Es lo que esperaba!!!
1587556167-4297,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort!,"Reviewed in the United States on February 17, 2020",5.0 out of 5 stars,Verified Purchase,Running shoes.... perfect
1587556167-4222,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice shoes. Bit tigher.,"Reviewed in the United States on December 22, 2019",5.0 out of 5 stars,Verified Purchase,I wear size 10 but I felt that should have ordered 11 for this. Or 10 with wider(may be). Other than that this is perfect shoe for running.
1587556167-3693,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable true to size shoes,"Reviewed in the United States on July 31, 2019",5.0 out of 5 stars,Verified Purchase,Great shoe. I have the previous version currently. I have wide feet and these fit me well. I would recommend them. Put a waterproofing/preserving spray on before hand to extend their life.
1587556167-4255,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Its light,"Reviewed in the United States on January 18, 2020",5.0 out of 5 stars,Verified Purchase,My son love it!
1587556167-3664,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great Price & Quality,"Reviewed in the United States on March 1, 2020",5.0 out of 5 stars,Verified Purchase,"I have a 12-year-old son who is now a size, 13 W.  Do you have any idea how expensive name-brand sneakers are for kids? Thankfully, he is an underarmour kid and these sneakers were under $60. They fit well and look great. I also like the fact they have wide sizes available too, as he feels as though the wide is more comfortable. If the white soles get dirty, I just clean them with a magic eraser."
1587556167-4178,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Why Under Armour,"Reviewed in the United States on February 15, 2020",5.0 out of 5 stars,Verified Purchase,"I love the brand, it is really comfortable and up to the task. They fit perfectly and very attractive shoes."
1587556167-4763,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,.0+652,"Reviewed in the United States on November 17, 2019",5.0 out of 5 stars,null,231654
1587556167-3839,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fit as expected,"Reviewed in the United States on February 22, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable- better than expected.  Fit as expected
1587556167-4454,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"When you need something, buy it.","Reviewed in the United States on March 13, 2020",5.0 out of 5 stars,Verified Purchase,They were very nice shoes
1587556167-4764,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great value,"Reviewed in the United States on July 5, 2019",5.0 out of 5 stars,Verified Purchase,"Fits perfect , No defects or issues with the shoes."
1587556167-4739,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Style, function, and comfort.","Reviewed in the United States on July 19, 2019",5.0 out of 5 stars,null,"Under armour did not disappoint with this shoe. It checks all the boxes, great style, amazing quality, and comfortable."
1587556167-4045,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great sneakers,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,"Very comfortable, true to size"
1587556167-3899,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great Shoe by Under Armour,"Reviewed in the United States on December 23, 2019",5.0 out of 5 stars,Verified Purchase,"Love this shoe. Good Stability, very comfortable and frankly, like the styling  !  While classified as a running shoe, I use it for working out in the gym. Good stability  Would buy again in a second"
